Wall time,Step,Value
1528665633.1147923,159,0.02678571455180645
1528665684.988537,395,0.02083333395421505
1528665691.5295506,425,0.0416666679084301
1528665748.5061908,682,0.0416666679084301
1528665798.2047708,908,0.02380952425301075
1528665936.0289407,1535,0.0386904776096344
1528665955.3832424,1624,0.0357142873108387
1528666088.6092536,2232,0.02976190485060215
1528666099.3785527,2281,0.0357142873108387
1528666144.9901116,2489,0.02976190485060215
1528666183.94632,2667,0.02380952425301075
1528666260.9393094,3008,0.0565476194024086
1528666265.2462032,3028,0.0476190485060215
1528666282.600108,3107,0.0386904776096344
1528666387.975224,3587,0.0357142873108387
1528666504.5973442,4121,0.0446428582072258
1528666588.3400536,4502,0.02380952425301075
1528666618.9685845,4642,0.0446428582072258
1528666753.4192398,5258,0.0595238097012043
1528666813.4163897,5521,0.0446428582072258
1528666848.006125,5678,0.0386904776096344
1528666862.8135755,5745,0.0595238097012043
1528666864.9544702,5755,0.0357142873108387
1528666966.2875075,6219,0.02678571455180645
1528666994.212497,6346,0.0476190485060215
1528667024.3197074,6485,0.0357142873108387
1528667045.9414856,6584,0.0416666679084301
1528667138.9967034,7010,0.0357142873108387
1528667156.3869774,7089,0.0386904776096344
1528667248.8123355,7511,0.0357142873108387
1528667261.3345869,7569,0.032738097012043
1528667291.6172378,7707,0.0386904776096344
1528667295.9543843,7727,0.0446428582072258
1528667328.2911756,7874,0.0565476194024086
1528667341.2546692,7933,0.02380952425301075
1528667403.1095653,8205,0.0476190485060215
1528667638.1494148,9278,0.0357142873108387
1528667694.0029104,9533,0.0565476194024086
1528667696.1492162,9543,0.0386904776096344
1528667709.1245055,9602,0.02380952425301075
1528667767.3795936,9869,0.0386904776096344
1528667787.0026903,9959,0.0386904776096344
1528667893.1645036,10443,0.02976190485060215
1528667899.6792266,10473,0.0357142873108387
1528667957.5286677,10736,0.0505952388048172
1528667980.5256228,10841,0.02380952425301075
1528668103.7376568,11391,0.0595238097012043
1528668144.7971637,11578,0.0476190485060215
1528668282.700718,12208,0.0535714291036129
1528668319.4281304,12374,0.0625
1528668438.6621006,12919,0.0982142835855484
1528668445.0434735,12948,0.0505952388048172
1528668475.349269,13087,0.0684523805975914
1528668483.9141822,13126,0.0833333358168602
1528668587.7700615,13599,0.0595238097012043
1528668605.221307,13668,0.092261902987957
1528668652.2414854,13882,0.0595238097012043
1528668678.1638675,14000,0.0565476194024086
1528668699.728635,14098,0.065476194024086
1528668764.840055,14395,0.0684523805975914
1528668788.8046787,14505,0.0505952388048172
1528668818.8944848,14642,0.0803571417927742
1528668887.915272,14958,0.065476194024086
1528668950.5535288,15244,0.0982142835855484
1528668984.7395537,15398,0.0714285746216774
1528669018.828018,15553,0.0744047611951828
1528669027.5006554,15592,0.0595238097012043
1528669064.2063007,15759,0.0565476194024086
1528669139.1944406,16100,0.0863095223903656
1528669250.3158557,16591,0.0625
