Wall time,Step,Value
1528792783.3494825,160,1318.9002685546875
1528792790.6957703,172,897.6949462890625
1528792853.9687834,275,862.4032592773438
1528792909.3520653,365,1301.711669921875
1528793087.8473155,655,975.755859375
1528793239.0658162,900,647.9574584960938
1528793251.4942935,920,1076.0277099609375
1528793301.8691728,1001,959.6363525390625
1528793345.1357858,1071,1111.7581787109375
1528793431.267558,1210,1398.0615234375
1528793436.233086,1218,722.2892456054688
1528793454.6988142,1248,1070.373779296875
1528793837.2105324,1869,875.2598876953125
1528793990.2522466,2116,877.5648193359375
1528794096.0458598,2287,714.2019653320312
1528794113.3553994,2315,864.651123046875
1528794229.292938,2503,1051.921142578125
1528794260.1927314,2553,564.4959106445312
1528794419.937047,2812,566.661865234375
1528794439.0593884,2843,733.0843505859375
1528794629.818607,3152,423.6596374511719
1528794644.6565533,3176,744.0238037109375
1528794713.8409123,3288,603.25634765625
1528795042.710475,3819,482.3382263183594
1528795147.4484675,3988,1042.7650146484375
1528795273.8675086,4192,661.9916381835938
1528795367.8283782,4344,537.7301635742188
1528795554.1704483,4647,486.5467834472656
1528795751.5026145,4965,561.3035888671875
1528795886.5089004,5183,377.7072448730469
1528795893.9631913,5195,548.3080444335938
1528795928.6884835,5251,387.0558166503906
1528795938.6285658,5267,515.1148681640625
1528796055.1700754,5456,412.68768310546875
1528796072.5244002,5484,574.4696044921875
1528796179.3912668,5658,284.833740234375
1528796252.1715543,5776,180.34300231933594
1528796458.0308216,6110,421.2213134765625
1528796536.095186,6236,360.34759521484375
1528796793.7226427,6654,420.4886169433594
1528796897.7029665,6822,408.42047119140625
1528796905.099807,6834,449.7369689941406
1528797638.0312552,7083,484.0989074707031
1528797715.3282878,7211,422.430419921875
1528797811.1131463,7370,373.18927001953125
1528797882.2689703,7488,429.07135009765625
1528798095.2352023,7836,191.29771423339844
1528798240.1043844,8073,407.4946594238281
1528798486.8343065,8482,590.4876098632812
1528798639.7795982,8733,399.4960021972656
1528798747.466329,8908,160.8861083984375
1528798944.6325796,9233,596.998779296875
1528799057.4871511,9417,352.4452209472656
1528799096.289143,9482,550.5354614257812
1528799101.0023067,9490,468.2475280761719
1528799112.6115384,9509,169.71917724609375
1528799173.4668443,9609,274.5687561035156
1528799175.8647287,9613,200.9989013671875
1528799204.5470932,9661,342.679931640625
1528799216.0132153,9680,710.0010986328125
1528799285.9889495,9795,430.18499755859375
1528799654.4028244,10402,395.1673583984375
1528799787.5956721,10620,194.581298828125
1528800332.6727011,11515,141.52099609375
1528800504.1210973,11797,242.27671813964844
1528800511.3546324,11809,217.0186004638672
1528800800.8009548,12285,500.863525390625
1528800964.8259914,12554,151.04464721679688
1528801003.6394362,12618,373.3497619628906
1528801006.1100569,12622,226.96286010742188
1528801143.744122,12849,258.6076965332031
1528801564.6986187,13541,158.4249725341797
1528801897.0884311,14086,167.61004638671875
1528801902.0485904,14094,149.94972229003906
1528802058.711031,13815,164.55538940429688
1528802226.0433283,14089,167.93907165527344
1528802399.6115599,14372,78.75482177734375
1528802416.7924037,14400,244.14053344726562
1528802674.075794,14822,378.479248046875
1528802740.7374697,14932,81.33070373535156
1528802932.967717,15248,149.93630981445312
1528803080.411528,15490,221.2657928466797
1528803315.159636,15872,154.33035278320312
1528803401.448999,16014,73.46664428710938
1528803608.027644,16352,236.3241729736328
1528803807.7989259,16679,459.1942443847656
1528804029.8891969,17046,153.88304138183594
1528804070.6784077,17113,84.36056518554688
1528804440.7385442,17720,75.86296844482422
1528804450.3843606,17736,277.97760009765625
1528804470.0669045,17768,143.6197052001953
1528804738.9768128,18210,220.7067108154297
1528804772.2152936,18265,308.62237548828125
1528804863.9300146,18415,106.1069564819336
1528804992.4838352,18625,312.7204284667969
1528805178.809946,18930,50.92921829223633
1528805373.3378062,19250,41.03145217895508
1528805503.390794,19463,135.9169464111328
1528805571.2923818,19574,258.35638427734375
1528806079.4291494,20408,259.9634704589844
1528806113.8547819,20464,99.82939147949219
1528806260.965845,20703,186.0929412841797
1528806572.2619717,21216,194.26272583007812
1528806885.2159557,21729,49.51837921142578
1528806990.5501766,21903,135.4149627685547
1528807192.0963442,22234,102.08804321289062
1528807328.4370584,22457,42.826847076416016
1528807345.4328988,22485,101.70328521728516
1528807432.2104843,22627,151.67677307128906
1528807631.4294388,22957,204.63160705566406
1528807973.3837452,23518,57.83055877685547
1528808138.857836,23789,24.65536880493164
1528808184.876155,23865,96.17437744140625
1528808351.225991,24140,417.8439025878906
1528808405.5064435,24230,96.75624084472656
1528808559.8818264,24483,163.32150268554688
1528808903.6939218,25046,100.69104766845703
