Wall time,Step,Value
1528672917.4367387,155,0.0386904776096344
1528673211.6812913,643,0.0505952388048172
1528673354.0330546,889,0.0714285746216774
1528673923.7233543,1860,0.1011904776096344
1528674072.4147105,2104,0.0684523805975914
1528674171.0765219,2275,0.0535714291036129
1528674187.4056275,2303,0.0476190485060215
1528674298.52942,2495,0.065476194024086
1528674328.5253675,2547,0.0595238097012043
1528674483.368888,2815,0.0595238097012043
1528674708.8371189,3191,0.0803571417927742
1528675181.2908585,4010,0.065476194024086
1528675926.2245288,5278,0.0863095223903656
1528676045.942451,5485,0.0833333358168602
1528676062.6654553,5513,0.0833333358168602
1528676164.3560834,5689,0.0446428582072258
1528676857.904215,6876,0.0744047611951828
1528676864.7949085,6888,0.0625
1528677194.4073842,7445,0.0892857164144516
1528677560.7134876,8081,0.0863095223903656
1528678192.930192,9161,0.0505952388048172
1528678386.3508816,9485,0.1130952388048172
1528678609.6249845,9868,0.092261902987957
1528678611.9324157,9872,0.0773809552192688
1528679078.7627692,10663,0.1488095223903656
1528679897.5286236,12070,0.0982142835855484
1528680346.1654875,12830,0.1101190447807312
1528680382.6614122,12894,0.127976194024086
1528680519.8465514,13129,0.1011904776096344
1528681254.8961318,14373,0.1071428582072258
1528681259.2930355,14381,0.0773809552192688
1528681374.363661,14580,0.1011904776096344
1528681722.5477397,15182,0.1755952388048172
1528682040.2472215,15719,0.1369047611951828
1528682878.7025244,17153,0.1101190447807312
1528683077.0304527,17483,0.122023805975914
1528683289.6490555,17849,0.1011904776096344
1528683328.5370562,17917,0.1547619104385376
1528684403.6974459,19748,0.130952388048172
1528684779.0863464,20398,0.1547619104385376
1528685271.881765,21239,0.130952388048172
1528685304.2171433,21295,0.1517857164144516
1528686151.6494765,22742,0.1785714328289032
1528686476.4058852,23304,0.127976194024086
1528686574.9763417,23475,0.1488095223903656
1528686772.5687325,23805,0.1607142835855484
1528687259.6716435,24638,0.1666666716337204
1528688418.3919075,26625,0.1369047611951828
1528688445.5838895,26673,0.1398809552192688
1528688775.1065462,27243,0.122023805975914
1528689039.642591,27688,0.1636904776096344
1528689475.5854962,28441,0.1607142835855484
1528690186.2166457,29658,0.1517857164144516
1528690193.006453,29670,0.1369047611951828
1528690977.985096,31002,0.1458333283662796
1528691058.033754,31142,0.1011904776096344
1528691602.4574656,32070,0.122023805975914
1528691866.0563297,32524,0.1755952388048172
1528691960.946241,32687,0.2083333283662796
1528692606.8181362,33789,0.125
1528692634.6867952,33827,0.2142857164144516
1528693493.2110984,35301,0.1875
1528693623.7867708,35527,0.1964285671710968
1528694378.0416977,36821,0.125
1528694862.9315727,37647,0.181547611951828
1528695066.163848,37988,0.2142857164144516
1528695395.5440807,38560,0.2113095223903656
1528697023.6293433,41348,0.1755952388048172
