Wall time,Step,Value
1528384797.6875472,174,743.6851196289062
1528384848.5509775,424,859.0570068359375
1528384854.804184,454,810.8143310546875
1528384910.1016688,702,917.8231811523438
1528384958.6694555,911,708.8302001953125
1528385093.7971954,1482,759.70849609375
1528385112.97913,1562,724.2567138671875
1528385244.5078106,2108,602.0612182617188
1528385255.10007,2153,746.49267578125
1528385299.7721643,2337,819.6297607421875
1528385337.7844307,2492,742.2838134765625
1528385412.5269792,2796,867.1255493164062
1528385416.8925729,2814,745.861572265625
1528385434.006764,2885,767.413330078125
1528385653.5546124,3790,610.5423583984375
1528385736.9182296,4134,712.0778198242188
1528385766.618596,4256,811.4303588867188
1528385898.647498,4801,547.1270141601562
1528385956.6607194,5042,655.08056640625
1528385991.424047,5180,604.6527099609375
1528386006.5383468,5242,516.37158203125
1528386008.7925937,5251,532.2536010742188
1528386108.5218096,5661,723.8074951171875
1528386136.4467156,5775,488.2456359863281
1528386166.0832863,5896,381.19140625
1528386187.6411793,5986,396.1541442871094
1528386279.1495342,6361,513.04345703125
1528386295.9476457,6430,422.1370544433594
1528386387.758833,6812,516.1285400390625
1528386400.3955793,6865,507.52447509765625
1528386430.2986958,6988,449.5715637207031
1528386434.501509,7005,481.45001220703125
1528386466.6469405,7137,448.9527893066406
1528386479.3889647,7190,417.5244140625
1528386538.792789,7433,378.08319091796875
1528386771.346903,8385,613.2630004882812
1528386827.1814404,8614,333.940673828125
1528386829.2921224,8623,479.9013671875
1528386841.8288956,8676,675.7455444335938
1528386899.3495245,8910,404.51470947265625
1528386918.4323688,8988,357.3114318847656
1528387022.454852,9415,194.2964630126953
1528387028.6991322,9440,422.5006408691406
1528387086.71608,9681,217.3770294189453
1528387110.4614825,9780,590.4208984375
1528387232.2838852,10278,362.36273193359375
1528387272.9629653,10450,504.4547424316406
1528387445.1109886,11159,343.7987976074219
1528387562.5882008,11642,362.0582580566406
1528387569.0386806,11669,318.5845947265625
1528387598.503119,11791,417.76446533203125
1528387606.873464,11825,314.12005615234375
1528387710.2246222,12252,226.79078674316406
1528387725.211539,12313,230.83065795898438
1528387772.5659611,12504,242.2850341796875
1528387798.3571775,12611,398.9281921386719
1528387819.7689369,12700,418.5442199707031
1528387883.303856,12963,247.71817016601562
1528387906.5859604,13060,369.992919921875
1528387935.980877,13182,219.8013458251953
1528388004.5961165,13465,442.76715087890625
1528388066.4970284,13718,218.3912353515625
1528388100.6679695,13859,465.43023681640625
1528388134.2444856,13997,193.006591796875
1528388142.7249527,14033,378.28961181640625
1528388178.9576907,14182,339.0830993652344
1528388253.8094566,14490,290.2857971191406
1528388362.9979775,14935,410.7464294433594
1528388401.5989268,15095,203.50125122070312
1528388420.4643013,15171,316.02825927734375
1528388450.0071397,15292,383.82220458984375
1528388454.356492,15310,180.36912536621094
1528388460.6791499,15335,309.7132568359375
1528388554.7313378,15720,428.9123840332031
1528388650.6645305,16115,270.2054138183594
1528388689.0910673,16273,305.9437255859375
1528388708.4448636,16352,319.231201171875
1528388736.3066747,16466,240.10084533691406
1528388742.626053,16491,504.2370300292969
1528388759.7167058,16561,354.16339111328125
1528388845.7696376,16914,312.5329895019531
1528388881.6124563,17065,153.38185119628906
1528388908.9175467,17179,218.51380920410156
1528389025.057524,17656,359.585693359375
1528389099.1675384,17958,254.49002075195312
1528389186.3600376,18319,190.3231658935547
1528389202.9837449,18387,320.50091552734375
1528389211.7689857,18423,245.71627807617188
1528389226.4633775,18486,302.5584716796875
1528389421.0041742,19286,265.0489807128906
1528389446.6842878,19392,328.606201171875
1528389471.8575063,19496,287.6092529296875
1528389514.815609,19672,167.12918090820312
1528389525.3951592,19715,369.2100524902344
1528389527.6162019,19724,437.5624084472656
1528389570.77875,19897,229.2081756591797
1528389581.4280958,19942,281.8356628417969
