Wall time,Step,Value
1528704004.432505,403,0.0535714291036129
1528704010.9773467,433,0.065476194024086
1528704067.5996459,686,0.0386904776096344
1528704117.6949556,916,0.0446428582072258
1528704257.3194506,1557,0.0833333358168602
1528704276.973586,1647,0.065476194024086
1528704411.8627748,2266,0.0625
1528704422.7742987,2316,0.0565476194024086
1528704468.6280215,2526,0.065476194024086
1528704507.6824138,2705,0.0595238097012043
1528704583.8904438,3046,0.0684523805975914
1528704588.2593122,3066,0.065476194024086
1528704605.691502,3146,0.0714285746216774
1528704830.0906844,4176,0.065476194024086
1528704914.8371613,4565,0.0833333358168602
1528704946.1402352,4677,0.0892857164144516
1528705080.8041096,5292,0.0565476194024086
1528705140.2195215,5557,0.095238097012043
1528705175.1423147,5717,0.0773809552192688
1528705190.4397097,5787,0.1041666641831398
1528705295.1653867,6267,0.1160714253783226
1528705323.5059037,6397,0.0892857164144516
1528705353.951836,6538,0.0982142835855484
1528705375.770225,6638,0.0833333358168602
1528705469.5550091,7068,0.0744047611951828
1528705486.9828103,7148,0.0684523805975914
1528705593.947092,7638,0.1339285671710968
1528705624.5417583,7778,0.0833333358168602
1528705661.6734324,7948,0.0892857164144516
1528705674.7759037,8008,0.0833333358168602
1528705735.9371245,8281,0.1130952388048172
1528705973.3049264,9369,0.1160714253783226
1528706030.0456839,9629,0.0833333358168602
1528706104.0708487,9969,0.125
1528706123.6590476,10059,0.095238097012043
1528706237.2047083,10579,0.1101190447807312
1528706320.7679904,10955,0.0982142835855484
1528706486.6499722,11715,0.1041666641831398
1528706663.1574173,12524,0.0892857164144516
1528706782.6011572,13072,0.0714285746216774
1528706789.162297,13102,0.0714285746216774
1528706819.70216,13242,0.0863095223903656
1528706828.436335,13282,0.0982142835855484
1528706933.9632492,13758,0.1339285671710968
1528706949.2344906,13828,0.092261902987957
1528707045.1291556,14269,0.127976194024086
1528707110.5728438,14569,0.1369047611951828
1528707234.6078784,15138,0.1041666641831398
1528707297.8855982,15427,0.1011904776096344
1528707332.825182,15587,0.1130952388048172
1528707367.6581192,15746,0.095238097012043
1528707489.6466262,16306,0.1071428582072258
1528707601.6987834,16812,0.0773809552192688
1528707640.8296244,16991,0.1398809552192688
1528707660.4647324,17081,0.1130952388048172
1528707691.0515673,17221,0.1130952388048172
1528707695.4198418,17241,0.0982142835855484
1528707701.8985896,17271,0.1398809552192688
1528707797.834945,17711,0.092261902987957
1528707935.3884718,18341,0.0863095223903656
1528707954.870871,18431,0.1190476194024086
1528707983.1194701,18560,0.1458333283662796
1528707989.6723547,18590,0.1011904776096344
1528708007.1234431,18670,0.1130952388048172
1528708094.1112754,19068,0.1101190447807312
1528708131.836441,19234,0.0892857164144516
1528708160.1656497,19364,0.092261902987957
1528708277.8424895,19904,0.1041666641831398
1528708354.0877395,20253,0.095238097012043
1528708443.6027076,20664,0.1071428582072258
1528708485.118885,20854,0.1428571492433548
1528708683.5106964,21763,0.1577380895614624
1528708709.5548131,21882,0.0982142835855484
1528708736.3467224,21998,0.1755952388048172
1528708780.0284457,22198,0.1339285671710968
1528708793.141459,22258,0.1428571492433548
